run_path,mode,backend_profile,optimization_recipe,seed,parameter_count,training_steps,training_tokens,final_bpb,tokens_per_second,measured_training_seconds,wall_seconds,source_commit,source_dirty,source_diff_sha256,megatron_commit,torch,cuda,triton_ptxas_path,accelerator,compute_capability
full/refinement-and-dp-sm103a-v1/clip005-s42,full,compile,grad-clip-005,42,9363488,286,112459776,1.517251313423806,1286916.5057529216,84.33151297294535,123.00240478105843,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/clip015-s42,full,compile,grad-clip-015,42,9363488,286,112459776,1.5198368429334888,1223593.2844767876,88.69582513801288,128.61385607300326,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/clip02-s42,full,compile,grad-clip-02,42,9363488,286,112459776,1.5219589525663093,1259002.1693709632,86.20129388198256,126.59875225496944,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/dp-compile-probe,probe,compile,baseline,42,9363488,30,11796480,1.9191884439610314,2371780.133964592,3.3157879549544305,52.371615812997334,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/dp-overlap-average-probe,probe,compile-dp-overlap-average,baseline,42,9363488,30,11796480,1.9191978870985678,2205077.4575033914,3.566459750989452,52.079468228970654,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/dp-overlap-probe,probe,compile-dp-overlap,baseline,42,9363488,30,11796480,1.919189283270293,1951645.471053365,4.029584325966425,61.17174374102615,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/max-baseline-s43,full,compile-max-autotune,baseline,43,9363488,286,112459776,1.5448325509134886,1638232.5174858992,66.24677195795812,166.99453928496223,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/max-baseline-s44,full,compile-max-autotune,baseline,44,9363488,286,112459776,1.5478360244016474,1650574.9190873469,65.75140258402098,167.1204059049487,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/max-clip01-s42,full,compile-max-autotune,grad-clip-01,42,9363488,286,112459776,1.5171077691949533,1436813.4537456161,75.53354662505444,203.25559744006023,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/max-full-matrix-clip01-s42,full,compile-max-autotune,full-matrix-clip01,42,9363488,286,112459776,1.5205349781604447,1775031.872493088,61.14122100104578,155.25977864302695,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/zloss1e4-s42,full,compile,z-loss-1e-4,42,9363488,286,112459776,1.543096564429408,1076282.6959855487,100.835604256019,142.84236955503002,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/refinement-and-dp-sm103a-v1/zloss5e6-s42,full,compile,z-loss-5e-6,42,9363488,286,112459776,1.5053375786545031,1007731.4758908398,107.69497489801142,149.05668798694387,4d4149ce4745307837eaccc8866d480c7332127b,True,9a514c5fd40fd09abdf2bacbec2b3a065730090978f9a82eba55cd488360634c,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/baseline-max-autotune-s42,full,compile-max-autotune,baseline,42,9363488,286,112459776,1.5442279091024818,1708839.0429440064,63.50956015905831,261.27270387497265,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/baseline-s42,full,compile,baseline,42,9363488,286,112459776,1.5432086307502058,1306636.8956347988,83.0587413860485,106.91312106500845,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/baseline-s43,full,compile,baseline,43,9363488,286,112459776,1.545341320668049,1311504.7415393959,82.7504564509727,106.51148519804701,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/baseline-s44,full,compile,baseline,44,9363488,286,112459776,1.5426879332586445,1352898.4406268436,80.21859789395239,102.34903976798523,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/cautious-adam-wd-s42,full,compile,cautious-adam-wd,42,9363488,286,112459776,1.5440089723908152,1244187.1947781278,87.22772301104851,112.1279088469455,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/full-matrix-clip01-s42,full,compile,full-matrix-clip01,42,9363488,286,112459776,1.520593914037762,1378695.3065542006,78.7176220039837,118.65861807693727,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/full-matrix-clip01-s43,full,compile,full-matrix-clip01,43,9363488,286,112459776,1.5217536115481611,1414847.2985454916,76.70623968506698,116.45693421503529,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/full-matrix-clip01-s44,full,compile,full-matrix-clip01,44,9363488,286,112459776,1.5068117698812935,1407043.5286618788,77.13166919804644,116.21767279494088,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/full-matrix-muon-s42,full,compile,full-matrix-muon,42,9363488,286,112459776,1.547294844912979,1614616.9751943336,67.21570358006284,89.29809079994448,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/full-matrix-muon-s43,full,compile,full-matrix-muon,43,9363488,286,112459776,1.5493014905133595,1612396.912622421,67.30825093400199,89.41367945901584,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/full-matrix-muon-s44,full,compile,full-matrix-muon,44,9363488,286,112459776,1.5591430761883096,1413094.2517663538,76.80139938602224,115.69640727899969,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/grad-clip01-s43,full,compile,grad-clip-01,43,9363488,286,112459776,1.5147101232028375,1056019.6847257076,102.7704479090171,128.86439671600237,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/grad-clip01-s44,full,compile,grad-clip-01,44,9363488,286,112459776,1.5037881736761638,1314423.9316112024,82.56667684600689,106.56178920099046,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/muonh-lr005-probe,probe,compile,muonh-lr005,42,9363488,30,11796480,1.9434796235673997,1247164.0518259667,6.305762251955457,30.051380189950578,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/three-seed-sm103a-v1/muonh-tuned-aux-probe,probe,compile,muonh-tuned-aux,42,9363488,30,11796480,2.237220356566214,1231381.6998616687,6.386581838014536,30.19019092596136,4d4149ce4745307837eaccc8866d480c7332127b,True,738f98397c7e51469d19ac415dd562f9681255c523a72f68a0975fc2adfdb0db,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/zloss-combination-sm103a-v1/max-full-matrix-zloss5e6-clip01-s42,full,compile-max-autotune,full-matrix-z-loss-5e-6-clip01,42,9363488,286,112459776,1.5077568608235903,1707582.0542692891,63.55631094193086,125.7181767920265,4d4149ce4745307837eaccc8866d480c7332127b,True,4a4cefd3cb105d149e7c2b47b96f1db06ad4bf0530668554dff429b8c9a53ae0,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/zloss-combination-sm103a-v1/max-full-matrix-zloss5e6-clip01-s43,full,compile-max-autotune,full-matrix-z-loss-5e-6-clip01,43,9363488,286,112459776,1.521397791528076,1738238.6205852262,62.435395644046366,93.72490667901002,4d4149ce4745307837eaccc8866d480c7332127b,True,1234cb0f53a855f16a0469859742d223cd32c39b4bf1428813729fee0f12aaaa,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/zloss-combination-sm103a-v1/max-full-matrix-zloss5e6-clip01-s44,full,compile-max-autotune,full-matrix-z-loss-5e-6-clip01,44,9363488,286,112459776,1.5070271471143764,1750505.4539549458,61.997873674030416,93.39859719201922,4d4149ce4745307837eaccc8866d480c7332127b,True,1234cb0f53a855f16a0469859742d223cd32c39b4bf1428813729fee0f12aaaa,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
full/zloss-combination-sm103a-v1/max-zloss5e6-clip005-s42,full,compile-max-autotune,z-loss-5e-6-clip005,42,9363488,286,112459776,1.5046580460199621,1535387.5570110953,70.684183615027,252.95680801593699,4d4149ce4745307837eaccc8866d480c7332127b,True,4a4cefd3cb105d149e7c2b47b96f1db06ad4bf0530668554dff429b8c9a53ae0,55ac7082517c3878ae653c07c09c534b8aed49f6,2.9.1+cu128,12.8,/usr/local/cuda-13.0/bin/ptxas,NVIDIA B300,10.3
