step,training_tokens,quarter_cross_entropy,full_cross_entropy,quarter_cross_entropy_smoothed,full_cross_entropy_smoothed,quarter_mtp_loss,full_mtp_loss,quarter_grad_norm,full_grad_norm,learning_rate
38,39845888,12.676215171813965,13.419232368469238,12.679526329040527,13.434800577163696,1.266903281211853,1.3452887535095215,26.296545028686523,91.4324722290039,1.9922824776585912e-06
39,40894464,12.674510955810547,13.41590404510498,12.679206657409669,13.433263731002807,1.2668893337249756,1.3448171615600586,26.224424362182617,90.72476196289062,2.044710981863318e-06
40,41943040,12.676020622253418,13.413354873657227,12.679020166397095,13.43180546760559,1.2667518854141235,1.3446625471115112,25.732515335083008,90.76289367675781,2.097139486068045e-06
41,42991616,12.674721717834473,13.410097122192383,12.678732776641846,13.43026032447815,1.266793131828308,1.3443573713302612,25.580486297607422,90.2820816040039,2.1495679902727716e-06
42,44040192,12.673612594604492,13.404245376586914,12.67831506729126,13.428382062911988,1.2666229009628296,1.3446403741836548,26.554277420043945,91.89466857910156,2.2019964944774983e-06
43,45088768,12.673782348632812,13.400812149047852,12.677908945083619,13.426524782180786,1.266562581062317,1.3444256782531738,26.933055877685547,94.16067504882812,2.254424998682225e-06
44,46137344,12.671597480773926,13.400028228759766,12.677388525009155,13.424403142929076,1.266445517539978,1.3441814184188843,25.603296279907227,90.17232513427734,2.306853502886952e-06
45,47185920,12.670343399047852,13.391032218933105,12.676887559890748,13.422080135345459,1.2663185596466064,1.3440601825714111,26.20639991760254,91.03872680664062,2.3592820070916787e-06
46,48234496,12.669299125671387,13.385284423828125,12.676349925994874,13.419358253479004,1.2664003372192383,1.343932867050171,25.645849227905273,89.97920989990234,2.4117105112964055e-06
47,49283072,12.667369842529297,13.384025573730469,12.675697326660156,13.416567325592041,1.2662906646728516,1.3437280654907227,27.695350646972656,98.29313659667969,2.4641390155011322e-06
48,50331648,12.667373657226562,13.375723838806152,12.675161457061767,13.413415241241456,1.2662346363067627,1.3435251712799072,27.10320472717285,92.97998046875,2.5165672923321836e-06
49,51380224,12.667130470275879,13.370345115661621,12.674525022506714,13.410225439071656,1.2662348747253418,1.3436819314956665,26.544498443603516,91.43781280517578,2.5689957965369103e-06
50,52428800,12.66752815246582,13.365582466125488,12.673908138275147,13.40680251121521,1.26622474193573,1.3430876731872559,26.684131622314453,92.7367935180664,2.621424300741637e-06
51,53477376,12.66474723815918,13.365583419799805,12.673145961761474,13.403443956375122,1.2658751010894775,1.3429869413375854,25.02507972717285,89.8379898071289,2.673852804946364e-06
52,54525952,12.661163330078125,13.345185279846191,12.672266578674316,13.399103164672852,1.2657716274261475,1.3427584171295166,27.76679039001465,95.13176727294922,2.7262813091510907e-06
53,55574528,12.661952018737793,13.352489471435547,12.671422052383424,13.395167827606201,1.2657577991485596,1.3426144123077393,24.958370208740234,89.2227783203125,2.7787098133558175e-06
54,56623104,12.659780502319336,13.337400436401367,12.670456743240356,13.39059238433838,1.2655385732650757,1.342079997062683,25.484682083129883,91.07589721679688,2.8311383175605442e-06
55,57671680,12.657970428466797,13.330334663391113,12.66945652961731,13.385750770568848,1.2654445171356201,1.3417874574661255,25.484025955200195,90.4955062866211,2.883566821765271e-06
56,58720256,12.656431198120117,13.323110580444336,12.668383836746216,13.380591678619385,1.2653392553329468,1.3415354490280151,25.493480682373047,89.9119873046875,2.935995325969998e-06
57,59768832,12.656498908996582,13.314041137695312,12.667402458190917,13.37519063949585,1.265038251876831,1.3413305282592773,26.703861236572266,94.04672241210938,2.9884238301747246e-06
58,60817408,12.654378890991211,13.30757999420166,12.66631064414978,13.36960802078247,1.2649918794631958,1.3410905599594116,25.38567352294922,90.46952056884766,3.0408523343794513e-06
59,61865984,12.652963638305664,13.298123359680176,12.665233278274536,13.36371898651123,1.2649012804031372,1.3409152030944824,25.090469360351562,90.60549926757812,3.093280838584178e-06
60,62914560,12.651102066040039,13.283483505249023,12.663987350463866,13.35722541809082,1.264979600906372,1.3406199216842651,25.5419864654541,90.16190338134766,3.145709342788905e-06
61,63963136,12.651684761047363,13.281818389892578,12.662835502624512,13.35081148147583,1.2647684812545776,1.3404091596603394,26.09090805053711,93.15613555908203,3.1981378469936317e-06
62,65011712,12.648124694824219,13.27275276184082,12.661561107635498,13.344236850738525,1.2645726203918457,1.3400769233703613,25.333280563354492,90.8917465209961,3.250566123824683e-06
63,66060288,12.645988464355469,13.265096664428711,12.660171413421631,13.337451076507568,1.2643554210662842,1.339638590812683,24.996553421020508,89.34043884277344,3.30299462802941e-06
64,67108864,12.644092559814453,13.24992561340332,12.658796167373657,13.329945945739746,1.2643691301345825,1.3394019603729248,25.40410804748535,91.78317260742188,3.3554231322341366e-06
65,68157440,12.642526626586914,13.240745544433594,12.65740532875061,13.322431612014771,1.2642576694488525,1.3392244577407837,25.054302215576172,89.54817962646484,3.4078516364388634e-06
66,69206016,12.640233993530273,13.228227615356445,12.655952072143554,13.314578771591187,1.2637557983398438,1.3390016555786133,25.346643447875977,90.1877670288086,3.46028014064359e-06
67,70254592,12.638372421264648,13.216219902038574,12.654502201080323,13.306188488006592,1.2637672424316406,1.3386931419372559,25.018218994140625,90.24453735351562,3.512708644848317e-06
68,71303168,12.635638236999512,13.19503116607666,12.652915430068969,13.297153854370118,1.2634479999542236,1.3381123542785645,25.405702590942383,91.63166809082031,3.5651371490530437e-06
69,72351744,12.633682250976562,13.191293716430664,12.651243019104005,13.288201284408569,1.2634751796722412,1.3378984928131104,25.254709243774414,90.311767578125,3.6175656532577705e-06
70,73400320,12.63233757019043,13.172430038452148,12.649483489990235,13.278543663024902,1.2632741928100586,1.3371913433074951,25.689952850341797,91.62416076660156,3.6699941574624972e-06
71,74448896,12.63007926940918,13.174015045166016,12.647750091552734,13.268965244293213,1.2630600929260254,1.3369832038879395,24.79784393310547,88.83793640136719,3.722422661667224e-06
72,75497472,12.628639221191406,13.163599014282227,12.646123886108398,13.259885931015015,1.2629621028900146,1.3367836475372314,24.95172882080078,89.210693359375,3.774851165871951e-06
73,76546048,12.625078201293945,13.134464263916016,12.644280195236206,13.248984670639038,1.26254403591156,1.336332082748413,26.475200653076172,92.83171081542969,3.8272796700766776e-06
74,77594624,12.620317459106445,13.128525733947754,12.642307043075562,13.238540935516358,1.2624733448028564,1.3358888626098633,25.256196975708008,89.28050231933594,3.879707946907729e-06
75,78643200,12.621564865112305,13.126882553100586,12.640486764907838,13.228368330001832,1.2623318433761597,1.3355183601379395,24.850269317626953,89.15162658691406,3.932136678486131e-06
76,79691776,12.617632865905762,13.094015121459961,12.63854684829712,13.216913557052612,1.2621299028396606,1.3347632884979248,25.581687927246094,89.0817642211914,3.9845649553171825e-06
77,80740352,12.61426830291748,13.08336353302002,12.636435317993165,13.205379676818847,1.2618391513824463,1.33453369140625,24.931140899658203,89.83023071289062,4.036993686895585e-06
78,81788928,12.611507415771484,13.072443008422852,12.634291744232177,13.193622827529907,1.2614825963974,1.3337733745574951,25.686594009399414,91.02687072753906,4.089421963726636e-06
79,82837504,12.611021995544434,13.070055961608887,12.632194662094117,13.182219457626342,1.261464238166809,1.3338123559951782,24.533823013305664,89.46022033691406,4.141850695305038e-06
80,83886080,12.606170654296875,13.044451713562012,12.629948091506957,13.170267868041993,1.2612180709838867,1.332966923713684,25.461210250854492,90.91999816894531,4.19427897213609e-06
81,84934656,12.603870391845703,13.034516334533691,12.627557373046875,13.157902765274049,1.2610441446304321,1.3328138589859009,24.879175186157227,89.522705078125,4.246707703714492e-06
82,85983232,12.600441932678223,12.997753143310547,12.625173234939576,13.144152784347535,1.2607239484786987,1.3323630094528198,25.741985321044922,90.73546600341797,4.299135980545543e-06
83,87031808,12.599474906921387,13.000738143920898,12.622847557067871,13.130934858322144,1.2604682445526123,1.331822395324707,25.080177307128906,89.3067398071289,4.3515642573765945e-06
84,88080384,12.597253799438477,12.988675117492676,12.620505619049073,13.117872333526611,1.2604880332946777,1.3314988613128662,24.68966293334961,88.79003143310547,4.403992988954997e-06
85,89128960,12.59383773803711,12.97807502746582,12.618071174621582,13.104738807678222,1.2599941492080688,1.3310543298721313,25.044233322143555,90.53821563720703,4.456421265786048e-06
86,90177536,12.591023445129395,12.946516036987305,12.615610647201539,13.090653228759766,1.2598835229873657,1.3306543827056885,25.691747665405273,89.93831634521484,4.50884999736445e-06
87,91226112,12.586139678955078,12.931118965148926,12.61299901008606,13.076398181915284,1.259416103363037,1.330195426940918,25.705095291137695,92.53579711914062,4.561278274195502e-06
88,92274688,12.583372116088867,12.923280715942383,12.610385704040528,13.06281065940857,1.259257197380066,1.329718828201294,24.979310989379883,89.43309020996094,4.613707005773904e-06
89,93323264,12.579994201660156,12.894018173217773,12.607701301574707,13.047946882247924,1.2590562105178833,1.3290873765945435,25.95138168334961,90.87380981445312,4.666135282604955e-06
90,94371840,12.575159072875977,12.874016761779785,12.604842376708984,13.033026218414307,1.2587082386016846,1.3277621269226074,25.810150146484375,89.67778778076172,4.718564014183357e-06
91,95420416,12.571966171264648,12.856060028076172,12.601936721801758,13.017128467559814,1.2583117485046387,1.3274810314178467,25.901418685913086,89.72101593017578,4.770992291014409e-06
92,96468992,12.568986892700195,12.849306106567383,12.598954105377198,13.001413822174072,1.257896900177002,1.327080488204956,25.25298309326172,89.45783996582031,4.823421022592811e-06
93,97517568,12.565713882446289,12.811140060424805,12.595985889434814,12.985247611999512,1.2576124668121338,1.3263362646102905,26.3241024017334,91.0631332397461,4.875849299423862e-06
94,98566144,12.56120491027832,12.788946151733398,12.593030261993409,12.968268632888794,1.2575808763504028,1.3258776664733887,26.104631423950195,90.860595703125,4.9282780310022645e-06
95,99614720,12.559747695922852,12.807168006896973,12.589939403533936,12.952282905578613,1.2574677467346191,1.3258156776428223,25.40313720703125,88.58350372314453,4.980706307833316e-06
96,100663296,12.555689811706543,12.774635314941406,12.586842250823974,12.936313915252686,1.2570629119873047,1.325024127960205,25.64701271057129,90.53998565673828,5.033134584664367e-06
97,101711872,12.551630020141602,12.752270698547363,12.583710336685181,12.919759273529053,1.2567167282104492,1.3243159055709839,26.31381607055664,90.96163940429688,5.085563316242769e-06
98,102760448,12.548755645751953,12.73019027709961,12.580572748184204,12.90264663696289,1.256535291671753,1.3236579895019531,25.901567459106445,90.66380310058594,5.137991593073821e-06
99,103809024,12.543903350830078,12.697175979614258,12.577216815948486,12.884002637863158,1.2561471462249756,1.3226518630981445,25.95916748046875,90.2326889038086,5.190420324652223e-06
100,104857600,12.5416259765625,12.69464111328125,12.573989582061767,12.866512107849122,1.25590980052948,1.3224012851715088,26.710203170776367,92.5537338256836,5.242848601483274e-06
101,105906176,12.538505554199219,12.67922306060791,12.570721340179443,12.848747444152831,1.2555980682373047,1.3222273588180542,26.13385009765625,90.09843444824219,5.2952773330616765e-06
102,106954752,12.533366203308105,12.643007278442383,12.567367553710938,12.831010150909425,1.2552508115768433,1.3210740089416504,26.00457191467285,89.64436340332031,5.347705609892728e-06
103,108003328,12.530008316040039,12.615429878234863,12.56389422416687,12.811744737625123,1.2552556991577148,1.320614218711853,26.168527603149414,90.46173095703125,5.40013434147113e-06
104,109051904,12.529624938964844,12.621830940246582,12.560512781143188,12.793402528762817,1.2546542882919312,1.3201289176940918,25.970844268798828,89.97518920898438,5.452562618302181e-06
105,110100480,12.527763366699219,12.616559028625488,12.557209062576295,12.7753267288208,1.2546558380126953,1.3199175596237183,25.33860206604004,88.73412322998047,5.504991349880584e-06
106,111149056,12.523815155029297,12.601946830749512,12.55384864807129,12.758098268508911,1.2542349100112915,1.319028377532959,25.48430824279785,88.9072265625,5.557419626711635e-06
107,112197632,12.521394729614258,12.571704864501953,12.550611400604248,12.740127563476562,1.2542024850845337,1.3186992406845093,25.43391990661621,88.3118896484375,5.609848358290037e-06
108,113246208,12.515939712524414,12.550795555114746,12.547239780426025,12.721503305435181,1.2538162469863892,1.3176321983337402,26.007553100585938,89.30882263183594,5.6622766351210885e-06
109,114294784,12.509737014770508,12.526288986206055,12.543726921081543,12.703116846084594,1.2531777620315552,1.317178726196289,26.04437828063965,90.26154327392578,5.714705366699491e-06
110,115343360,12.50462818145752,12.502367973327637,12.54020037651062,12.684534406661987,1.2528941631317139,1.3164576292037964,27.156579971313477,91.92494201660156,5.767133643530542e-06
111,116391936,12.499831199645996,12.458030700683594,12.536593627929687,12.664632940292359,1.2522350549697876,1.315567135810852,26.13944435119629,89.66786193847656,5.819561920361593e-06
112,117440512,12.493751525878906,12.43327522277832,12.532831859588622,12.643831396102906,1.251977562904358,1.315066933631897,26.416593551635742,88.91211700439453,5.871990651939996e-06
113,118489088,12.495109558105469,12.449655532836914,12.529301643371582,12.62575716972351,1.2519344091415405,1.3145885467529297,26.406591415405273,89.0138931274414,5.924418928771047e-06
114,119537664,12.489298820495605,12.417293548583984,12.525706338882447,12.60717453956604,1.25154447555542,1.313912034034729,26.184154510498047,88.24053192138672,5.976847660349449e-06
115,120586240,12.48960018157959,12.420077323913574,12.522198963165284,12.58782000541687,1.251452922821045,1.3132035732269287,25.983333587646484,88.67558288574219,6.0292759371805005e-06
116,121634816,12.483144760131836,12.369535446166992,12.518571710586547,12.56756501197815,1.2508857250213623,1.3124278783798218,26.810884475708008,90.44906616210938,6.081704668758903e-06
117,122683392,12.47768783569336,12.355977058410645,12.514874601364136,12.547750329971313,1.2504537105560303,1.3119168281555176,27.16564178466797,90.23188781738281,6.134132945589954e-06
118,123731968,12.469742774963379,12.302680969238281,12.510923957824707,12.526374864578248,1.2499300241470337,1.3105430603027344,27.34407615661621,91.05498504638672,6.186561677168356e-06
119,124780544,12.468994140625,12.309901237487793,12.507178497314452,12.507011127471923,1.2500178813934326,1.310153603553772,26.937721252441406,89.4771957397461,6.238989953999408e-06
120,125829120,12.464138984680176,12.2850341796875,12.503304147720337,12.486530780792236,1.2492457628250122,1.3094472885131836,26.967754364013672,90.5589599609375,6.29141868557781e-06
121,126877696,12.46681022644043,12.30059814453125,12.499719381332397,12.467599534988404,1.2493631839752197,1.3093681335449219,26.608842849731445,89.01717376708984,6.343846962408861e-06
122,127926272,12.455550193786621,12.230789184570312,12.495828580856323,12.4469886302948,1.2486867904663086,1.307657241821289,26.889062881469727,89.24577331542969,6.396275693987263e-06
123,128974848,12.45268440246582,12.23298168182373,12.491962385177612,12.427866220474243,1.2481646537780762,1.3074394464492798,27.21351432800293,89.93701171875,6.448703970818315e-06
124,130023424,12.439041137695312,12.144012451171875,12.487433195114136,12.403975296020509,1.2474899291992188,1.305729866027832,27.316497802734375,89.89933013916016,6.501132247649366e-06
125,131072000,12.441854476928711,12.155208587646484,12.48313775062561,12.380907773971558,1.2473700046539307,1.3053890466690063,27.92289924621582,90.50611114501953,6.553560979227768e-06
126,132120576,12.436966896057129,12.135514259338379,12.478795337677003,12.357586145401001,1.247204303741455,1.3049687147140503,27.514324188232422,89.53484344482422,6.60598925605882e-06
127,133169152,12.427715301513672,12.091794967651367,12.474111366271973,12.333590650558472,1.24640691280365,1.303381085395813,27.59135627746582,89.8504409790039,6.658417987637222e-06
128,134217728,12.427101135253906,12.096424102783203,12.469669437408447,12.310872077941895,1.2462507486343384,1.3030354976654053,28.05447006225586,89.63927459716797,6.710846264468273e-06
129,135266304,12.422090530395508,12.068607330322266,12.465287113189698,12.287987995147706,1.2458431720733643,1.302382230758667,27.505178451538086,89.6529312133789,6.763274996046675e-06
130,136314880,12.415528297424316,12.033173561096191,12.460832118988037,12.264528274536133,1.245552897453308,1.3013792037963867,28.787172317504883,90.91020202636719,6.815703272877727e-06
131,137363456,12.40827465057373,12.000860214233398,12.456254291534425,12.241669750213623,1.2448008060455322,1.3005425930023193,28.17439079284668,90.45059967041016,6.868132004456129e-06
132,138412032,12.403340339660645,11.973662376403809,12.451733732223511,12.218689107894898,1.2441272735595703,1.2994985580444336,28.650535583496094,90.45637512207031,6.92056028128718e-06
133,139460608,12.404291152954102,11.9635009765625,12.447192811965943,12.194381380081177,1.2443126440048218,1.2992792129516602,28.623645782470703,90.19722747802734,6.9729890128655825e-06
134,140509184,12.392192840576172,11.926506996154785,12.44233751296997,12.169842052459718,1.2433183193206787,1.2976393699645996,29.799640655517578,93.03233337402344,7.025417289696634e-06
135,141557760,12.384785652160645,11.874900817871094,12.437096786499023,12.142583227157592,1.2427904605865479,1.2964739799499512,28.672073364257812,90.43583679199219,7.077846021275036e-06
136,142606336,12.381492614746094,11.849613189697266,12.432014179229736,12.116587114334106,1.2427066564559937,1.2958245277404785,29.23070526123047,90.15619659423828,7.130274298106087e-06
137,143654912,12.38488483428955,11.879776000976562,12.427374029159546,12.092777061462403,1.2426254749298096,1.2959073781967163,29.46254539489746,90.94776916503906,7.182702574937139e-06
138,144703488,12.371706008911133,11.811273574829102,12.422472190856933,12.068206691741944,1.2416235208511353,1.2940908670425415,29.921161651611328,90.75540924072266,7.235131306515541e-06
139,145752064,12.365792274475098,11.780143737792969,12.417312097549438,12.041718816757202,1.2410539388656616,1.2934635877609253,29.783443450927734,90.41217803955078,7.287559583346592e-06
140,146800640,12.357866287231445,11.738353729248047,12.411998462677001,12.01438479423523,1.2405498027801514,1.2923107147216797,30.604904174804688,92.9953384399414,7.3399883149249945e-06
141,147849216,12.348848342895508,11.699518203735352,12.406100368499756,11.984330797195435,1.2400974035263062,1.291154384613037,30.513402938842773,90.8541259765625,7.392416591756046e-06
142,148897792,12.352632522583008,11.694549560546875,12.400954484939575,11.957518815994263,1.240049123764038,1.2908324003219604,32.923030853271484,91.36951446533203,7.444845323334448e-06
143,149946368,12.34496784210205,11.658730506896973,12.395568656921387,11.928806257247924,1.2395251989364624,1.290208339691162,30.998302459716797,92.24414825439453,7.497273600165499e-06
144,150994944,12.331947326660156,11.598085403442383,12.390213966369629,11.90150990486145,1.2384562492370605,1.2880091667175293,32.97840881347656,99.5510025024414,7.549702331743902e-06
145,152043520,12.33585262298584,11.619586944580078,12.384913873672485,11.87472882270813,1.2385936975479126,1.288353681564331,30.606719970703125,90.39396667480469,7.602130608574953e-06
146,153092096,12.328943252563477,11.572908401489258,12.379512691497803,11.846598529815674,1.2382054328918457,1.2870303392410278,30.545759201049805,90.78665161132812,7.654559340153355e-06
147,154140672,12.312745094299316,11.508115768432617,12.373764181137085,11.817414569854737,1.2368651628494263,1.2848811149597168,31.48590850830078,91.62700653076172,7.706988071731757e-06
148,155189248,12.318363189697266,11.519682884216309,12.368327283859253,11.788577508926391,1.237344741821289,1.2853926420211792,31.124643325805664,91.11003875732422,7.759415893815458e-06
149,156237824,12.308921813964844,11.481760025024414,12.36266884803772,11.759235143661499,1.2364134788513184,1.2839583158493042,31.163423538208008,91.17987823486328,7.81184462539386e-06
150,157286400,12.29947280883789,11.446479797363281,12.356866073608398,11.729900455474853,1.2357397079467773,1.2830239534378052,32.496856689453125,93.51437377929688,7.864273356972262e-06
151,158334976,12.297285079956055,11.41778564453125,12.351316595077515,11.700746726989745,1.2352452278137207,1.2820450067520142,32.08824157714844,92.96233367919922,7.916701179055963e-06
152,159383552,12.29388427734375,11.408646583557129,12.34584379196167,11.672495937347412,1.2351692914962769,1.2810965776443481,31.946374893188477,90.8067855834961,7.969129910634365e-06
153,160432128,12.283714294433594,11.359569549560547,12.339814949035645,11.642299365997314,1.2343132495880127,1.279537558555603,32.90877151489258,91.36576843261719,8.021558642212767e-06
154,161480704,12.281211853027344,11.328499794006348,12.334265899658202,11.612399005889893,1.2339532375335693,1.2796697616577148,32.58386993408203,91.48179626464844,8.07398737379117e-06
155,162529280,12.278960227966309,11.32211685180664,12.328974628448487,11.58475980758667,1.2337918281555176,1.2786153554916382,32.89680480957031,90.628662109375,8.12641519587487e-06
156,163577856,12.267730712890625,11.266918182373047,12.323286533355713,11.555625057220459,1.2329505681991577,1.2769241333007812,32.943424224853516,90.6468276977539,8.178843927453272e-06
157,164626432,12.258393287658691,11.232707023620605,12.31696195602417,11.523271608352662,1.2322392463684082,1.275894045829773,32.87474822998047,90.51643371582031,8.231272659031674e-06
158,165675008,12.242803573608398,11.178021430969238,12.310516834259033,11.491609001159668,1.2309818267822266,1.273640751838684,34.2354621887207,91.96475982666016,8.283701390610076e-06
159,166723584,12.242440223693848,11.142318725585938,12.304349231719971,11.459717750549316,1.2308056354522705,1.272909164428711,33.58266067504883,91.02068328857422,8.336129212693777e-06
160,167772160,12.240428924560547,11.148073196411133,12.298477363586425,11.430203723907471,1.230498194694519,1.2723424434661865,33.96317672729492,90.65221405029297,8.38855794427218e-06
161,168820736,12.226020812988281,11.082233428955078,12.292335987091064,11.399339485168458,1.2293636798858643,1.2705557346343994,35.643882751464844,94.2313003540039,8.440986675850581e-06
162,169869312,12.212742805480957,11.036698341369629,12.285341501235962,11.366446924209594,1.2286555767059326,1.2687684297561646,35.50020980834961,93.66886901855469,8.493415407428984e-06
163,170917888,12.218839645385742,11.041217803955078,12.279035091400146,11.3355712890625,1.22869873046875,1.2694833278656006,35.05665588378906,90.26628875732422,8.545843229512684e-06
164,171966464,12.216565132141113,11.020329475402832,12.273265981674195,11.306683492660522,1.228570580482483,1.268272876739502,35.0564079284668,91.71733093261719,8.598271961091086e-06
165,173015040,12.195512771606445,10.942334175109863,12.266248989105225,11.272820854187012,1.2266058921813965,1.2655837535858154,35.56969451904297,90.39141082763672,8.650700692669488e-06
